method,gt_instance_id,frame_id,gt_index,video,target_frame,metadata_frame,timestamp,quality_group,class_id,class,raw_detected,tracked_detected,raw_confidence,tracked_confidence,track_id,missed_frames_before_target,persisted_at_target,outcome,model,confidence_threshold
bytetrack_persist_5,video1/v01_20-16_f00270_t09.09_moderate_blur/gt002,video1/v01_20-16_f00270_t09.09_moderate_blur,2,video1,267,00270,09.09,moderate_blur,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack_persist_5,video1/v01_20-16_f00270_t09.09_moderate_blur/gt003,video1/v01_20-16_f00270_t09.09_moderate_blur,3,video1,267,00270,09.09,moderate_blur,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack_persist_5,video1/v01_20-16_f00270_t09.09_moderate_blur/gt004,video1/v01_20-16_f00270_t09.09_moderate_blur,4,video1,267,00270,09.09,moderate_blur,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack_persist_5,video1/v01_20-16_f00270_t09.09_moderate_blur/gt005,video1/v01_20-16_f00270_t09.09_moderate_blur,5,video1,267,00270,09.09,moderate_blur,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack_persist_5,video1/v01_20-16_f00270_t09.09_moderate_blur/gt006,video1/v01_20-16_f00270_t09.09_moderate_blur,6,video1,267,00270,09.09,moderate_blur,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort,video1/v01_20-16_f00270_t09.09_moderate_blur/gt000,video1/v01_20-16_f00270_t09.09_moderate_blur,0,video1,267,00270,09.09,moderate_blur,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort,video1/v01_20-16_f00270_t09.09_moderate_blur/gt001,video1/v01_20-16_f00270_t09.09_moderate_blur,1,video1,267,00270,09.09,moderate_blur,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort,video1/v01_20-16_f00270_t09.09_moderate_blur/gt002,video1/v01_20-16_f00270_t09.09_moderate_blur,2,video1,267,00270,09.09,moderate_blur,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort,video1/v01_20-16_f00270_t09.09_moderate_blur/gt003,video1/v01_20-16_f00270_t09.09_moderate_blur,3,video1,267,00270,09.09,moderate_blur,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort,video1/v01_20-16_f00270_t09.09_moderate_blur/gt004,video1/v01_20-16_f00270_t09.09_moderate_blur,4,video1,267,00270,09.09,moderate_blur,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort,video1/v01_20-16_f00270_t09.09_moderate_blur/gt005,video1/v01_20-16_f00270_t09.09_moderate_blur,5,video1,267,00270,09.09,moderate_blur,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort,video1/v01_20-16_f00270_t09.09_moderate_blur/gt006,video1/v01_20-16_f00270_t09.09_moderate_blur,6,video1,267,00270,09.09,moderate_blur,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort_persist_1,video1/v01_20-16_f00270_t09.09_moderate_blur/gt000,video1/v01_20-16_f00270_t09.09_moderate_blur,0,video1,267,00270,09.09,moderate_blur,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort_persist_1,video1/v01_20-16_f00270_t09.09_moderate_blur/gt001,video1/v01_20-16_f00270_t09.09_moderate_blur,1,video1,267,00270,09.09,moderate_blur,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort_persist_1,video1/v01_20-16_f00270_t09.09_moderate_blur/gt002,video1/v01_20-16_f00270_t09.09_moderate_blur,2,video1,267,00270,09.09,moderate_blur,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort_persist_1,video1/v01_20-16_f00270_t09.09_moderate_blur/gt003,video1/v01_20-16_f00270_t09.09_moderate_blur,3,video1,267,00270,09.09,moderate_blur,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort_persist_1,video1/v01_20-16_f00270_t09.09_moderate_blur/gt004,video1/v01_20-16_f00270_t09.09_moderate_blur,4,video1,267,00270,09.09,moderate_blur,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort_persist_1,video1/v01_20-16_f00270_t09.09_moderate_blur/gt005,video1/v01_20-16_f00270_t09.09_moderate_blur,5,video1,267,00270,09.09,moderate_blur,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort_persist_1,video1/v01_20-16_f00270_t09.09_moderate_blur/gt006,video1/v01_20-16_f00270_t09.09_moderate_blur,6,video1,267,00270,09.09,moderate_blur,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort_persist_3,video1/v01_20-16_f00270_t09.09_moderate_blur/gt000,video1/v01_20-16_f00270_t09.09_moderate_blur,0,video1,267,00270,09.09,moderate_blur,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort_persist_3,video1/v01_20-16_f00270_t09.09_moderate_blur/gt001,video1/v01_20-16_f00270_t09.09_moderate_blur,1,video1,267,00270,09.09,moderate_blur,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort_persist_3,video1/v01_20-16_f00270_t09.09_moderate_blur/gt002,video1/v01_20-16_f00270_t09.09_moderate_blur,2,video1,267,00270,09.09,moderate_blur,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort_persist_3,video1/v01_20-16_f00270_t09.09_moderate_blur/gt003,video1/v01_20-16_f00270_t09.09_moderate_blur,3,video1,267,00270,09.09,moderate_blur,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort_persist_3,video1/v01_20-16_f00270_t09.09_moderate_blur/gt004,video1/v01_20-16_f00270_t09.09_moderate_blur,4,video1,267,00270,09.09,moderate_blur,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort_persist_3,video1/v01_20-16_f00270_t09.09_moderate_blur/gt005,video1/v01_20-16_f00270_t09.09_moderate_blur,5,video1,267,00270,09.09,moderate_blur,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort_persist_3,video1/v01_20-16_f00270_t09.09_moderate_blur/gt006,video1/v01_20-16_f00270_t09.09_moderate_blur,6,video1,267,00270,09.09,moderate_blur,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort_persist_5,video1/v01_20-16_f00270_t09.09_moderate_blur/gt000,video1/v01_20-16_f00270_t09.09_moderate_blur,0,video1,267,00270,09.09,moderate_blur,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort_persist_5,video1/v01_20-16_f00270_t09.09_moderate_blur/gt001,video1/v01_20-16_f00270_t09.09_moderate_blur,1,video1,267,00270,09.09,moderate_blur,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort_persist_5,video1/v01_20-16_f00270_t09.09_moderate_blur/gt002,video1/v01_20-16_f00270_t09.09_moderate_blur,2,video1,267,00270,09.09,moderate_blur,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort_persist_5,video1/v01_20-16_f00270_t09.09_moderate_blur/gt003,video1/v01_20-16_f00270_t09.09_moderate_blur,3,video1,267,00270,09.09,moderate_blur,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort_persist_5,video1/v01_20-16_f00270_t09.09_moderate_blur/gt004,video1/v01_20-16_f00270_t09.09_moderate_blur,4,video1,267,00270,09.09,moderate_blur,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort_persist_5,video1/v01_20-16_f00270_t09.09_moderate_blur/gt005,video1/v01_20-16_f00270_t09.09_moderate_blur,5,video1,267,00270,09.09,moderate_blur,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort_persist_5,video1/v01_20-16_f00270_t09.09_moderate_blur/gt006,video1/v01_20-16_f00270_t09.09_moderate_blur,6,video1,267,00270,09.09,moderate_blur,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack,video1/v01_20-16_f00325_t10.94_clear/gt000,video1/v01_20-16_f00325_t10.94_clear,0,video1,322,00325,10.94,clear,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack,video1/v01_20-16_f00325_t10.94_clear/gt001,video1/v01_20-16_f00325_t10.94_clear,1,video1,322,00325,10.94,clear,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack,video1/v01_20-16_f00325_t10.94_clear/gt002,video1/v01_20-16_f00325_t10.94_clear,2,video1,322,00325,10.94,clear,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack,video1/v01_20-16_f00325_t10.94_clear/gt003,video1/v01_20-16_f00325_t10.94_clear,3,video1,322,00325,10.94,clear,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack_persist_1,video1/v01_20-16_f00325_t10.94_clear/gt000,video1/v01_20-16_f00325_t10.94_clear,0,video1,322,00325,10.94,clear,56,chair,False,True,,0.5292,33,1,True,rescued,yolov8n.pt,0.15
bytetrack_persist_1,video1/v01_20-16_f00325_t10.94_clear/gt001,video1/v01_20-16_f00325_t10.94_clear,1,video1,322,00325,10.94,clear,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack_persist_1,video1/v01_20-16_f00325_t10.94_clear/gt002,video1/v01_20-16_f00325_t10.94_clear,2,video1,322,00325,10.94,clear,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack_persist_1,video1/v01_20-16_f00325_t10.94_clear/gt003,video1/v01_20-16_f00325_t10.94_clear,3,video1,322,00325,10.94,clear,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack_persist_3,video1/v01_20-16_f00325_t10.94_clear/gt000,video1/v01_20-16_f00325_t10.94_clear,0,video1,322,00325,10.94,clear,56,chair,False,True,,0.5292,33,1,True,rescued,yolov8n.pt,0.15
bytetrack_persist_3,video1/v01_20-16_f00325_t10.94_clear/gt001,video1/v01_20-16_f00325_t10.94_clear,1,video1,322,00325,10.94,clear,56,chair,False,True,,0.378,37,2,True,rescued,yolov8n.pt,0.15
bytetrack_persist_3,video1/v01_20-16_f00325_t10.94_clear/gt002,video1/v01_20-16_f00325_t10.94_clear,2,video1,322,00325,10.94,clear,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack_persist_3,video1/v01_20-16_f00325_t10.94_clear/gt003,video1/v01_20-16_f00325_t10.94_clear,3,video1,322,00325,10.94,clear,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack_persist_5,video1/v01_20-16_f00325_t10.94_clear/gt000,video1/v01_20-16_f00325_t10.94_clear,0,video1,322,00325,10.94,clear,56,chair,False,True,,0.5292,33,1,True,rescued,yolov8n.pt,0.15
bytetrack_persist_5,video1/v01_20-16_f00325_t10.94_clear/gt001,video1/v01_20-16_f00325_t10.94_clear,1,video1,322,00325,10.94,clear,56,chair,False,True,,0.378,37,2,True,rescued,yolov8n.pt,0.15
bytetrack_persist_5,video1/v01_20-16_f00325_t10.94_clear/gt002,video1/v01_20-16_f00325_t10.94_clear,2,video1,322,00325,10.94,clear,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack_persist_5,video1/v01_20-16_f00325_t10.94_clear/gt003,video1/v01_20-16_f00325_t10.94_clear,3,video1,322,00325,10.94,clear,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort,video1/v01_20-16_f00325_t10.94_clear/gt000,video1/v01_20-16_f00325_t10.94_clear,0,video1,322,00325,10.94,clear,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort,video1/v01_20-16_f00325_t10.94_clear/gt001,video1/v01_20-16_f00325_t10.94_clear,1,video1,322,00325,10.94,clear,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort,video1/v01_20-16_f00325_t10.94_clear/gt002,video1/v01_20-16_f00325_t10.94_clear,2,video1,322,00325,10.94,clear,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort,video1/v01_20-16_f00325_t10.94_clear/gt003,video1/v01_20-16_f00325_t10.94_clear,3,video1,322,00325,10.94,clear,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort_persist_1,video1/v01_20-16_f00325_t10.94_clear/gt000,video1/v01_20-16_f00325_t10.94_clear,0,video1,322,00325,10.94,clear,56,chair,False,True,,0.5292,32,1,True,rescued,yolov8n.pt,0.15
botsort_persist_1,video1/v01_20-16_f00325_t10.94_clear/gt001,video1/v01_20-16_f00325_t10.94_clear,1,video1,322,00325,10.94,clear,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort_persist_1,video1/v01_20-16_f00325_t10.94_clear/gt002,video1/v01_20-16_f00325_t10.94_clear,2,video1,322,00325,10.94,clear,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort_persist_1,video1/v01_20-16_f00325_t10.94_clear/gt003,video1/v01_20-16_f00325_t10.94_clear,3,video1,322,00325,10.94,clear,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort_persist_3,video1/v01_20-16_f00325_t10.94_clear/gt000,video1/v01_20-16_f00325_t10.94_clear,0,video1,322,00325,10.94,clear,56,chair,False,True,,0.5292,32,1,True,rescued,yolov8n.pt,0.15
botsort_persist_3,video1/v01_20-16_f00325_t10.94_clear/gt001,video1/v01_20-16_f00325_t10.94_clear,1,video1,322,00325,10.94,clear,56,chair,False,True,,0.378,36,2,True,rescued,yolov8n.pt,0.15
botsort_persist_3,video1/v01_20-16_f00325_t10.94_clear/gt002,video1/v01_20-16_f00325_t10.94_clear,2,video1,322,00325,10.94,clear,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort_persist_3,video1/v01_20-16_f00325_t10.94_clear/gt003,video1/v01_20-16_f00325_t10.94_clear,3,video1,322,00325,10.94,clear,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort_persist_5,video1/v01_20-16_f00325_t10.94_clear/gt000,video1/v01_20-16_f00325_t10.94_clear,0,video1,322,00325,10.94,clear,56,chair,False,True,,0.5292,32,1,True,rescued,yolov8n.pt,0.15
botsort_persist_5,video1/v01_20-16_f00325_t10.94_clear/gt001,video1/v01_20-16_f00325_t10.94_clear,1,video1,322,00325,10.94,clear,56,chair,False,True,,0.378,36,2,True,rescued,yolov8n.pt,0.15
botsort_persist_5,video1/v01_20-16_f00325_t10.94_clear/gt002,video1/v01_20-16_f00325_t10.94_clear,2,video1,322,00325,10.94,clear,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort_persist_5,video1/v01_20-16_f00325_t10.94_clear/gt003,video1/v01_20-16_f00325_t10.94_clear,3,video1,322,00325,10.94,clear,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack,video1/v01_20-16_f00352_t11.85_moderate_blur/gt000,video1/v01_20-16_f00352_t11.85_moderate_blur,0,video1,349,00352,11.85,moderate_blur,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack,video1/v01_20-16_f00352_t11.85_moderate_blur/gt001,video1/v01_20-16_f00352_t11.85_moderate_blur,1,video1,349,00352,11.85,moderate_blur,56,chair,True,True,0.192,0.1515,40,0,False,both_detected,yolov8n.pt,0.15
bytetrack,video1/v01_20-16_f00352_t11.85_moderate_blur/gt002,video1/v01_20-16_f00352_t11.85_moderate_blur,2,video1,349,00352,11.85,moderate_blur,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack,video1/v01_20-16_f00352_t11.85_moderate_blur/gt003,video1/v01_20-16_f00352_t11.85_moderate_blur,3,video1,349,00352,11.85,moderate_blur,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack,video1/v01_20-16_f00352_t11.85_moderate_blur/gt004,video1/v01_20-16_f00352_t11.85_moderate_blur,4,video1,349,00352,11.85,moderate_blur,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack,video1/v01_20-16_f00352_t11.85_moderate_blur/gt005,video1/v01_20-16_f00352_t11.85_moderate_blur,5,video1,349,00352,11.85,moderate_blur,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack,video1/v01_20-16_f00352_t11.85_moderate_blur/gt006,video1/v01_20-16_f00352_t11.85_moderate_blur,6,video1,349,00352,11.85,moderate_blur,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack,video1/v01_20-16_f00352_t11.85_moderate_blur/gt007,video1/v01_20-16_f00352_t11.85_moderate_blur,7,video1,349,00352,11.85,moderate_blur,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack,video1/v01_20-16_f00352_t11.85_moderate_blur/gt008,video1/v01_20-16_f00352_t11.85_moderate_blur,8,video1,349,00352,11.85,moderate_blur,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack,video1/v01_20-16_f00352_t11.85_moderate_blur/gt009,video1/v01_20-16_f00352_t11.85_moderate_blur,9,video1,349,00352,11.85,moderate_blur,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack_persist_1,video1/v01_20-16_f00352_t11.85_moderate_blur/gt000,video1/v01_20-16_f00352_t11.85_moderate_blur,0,video1,349,00352,11.85,moderate_blur,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack_persist_1,video1/v01_20-16_f00352_t11.85_moderate_blur/gt001,video1/v01_20-16_f00352_t11.85_moderate_blur,1,video1,349,00352,11.85,moderate_blur,56,chair,True,True,0.192,0.192,,0,False,both_detected,yolov8n.pt,0.15
bytetrack_persist_1,video1/v01_20-16_f00352_t11.85_moderate_blur/gt002,video1/v01_20-16_f00352_t11.85_moderate_blur,2,video1,349,00352,11.85,moderate_blur,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack_persist_1,video1/v01_20-16_f00352_t11.85_moderate_blur/gt003,video1/v01_20-16_f00352_t11.85_moderate_blur,3,video1,349,00352,11.85,moderate_blur,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack_persist_1,video1/v01_20-16_f00352_t11.85_moderate_blur/gt004,video1/v01_20-16_f00352_t11.85_moderate_blur,4,video1,349,00352,11.85,moderate_blur,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack_persist_1,video1/v01_20-16_f00352_t11.85_moderate_blur/gt005,video1/v01_20-16_f00352_t11.85_moderate_blur,5,video1,349,00352,11.85,moderate_blur,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack_persist_1,video1/v01_20-16_f00352_t11.85_moderate_blur/gt006,video1/v01_20-16_f00352_t11.85_moderate_blur,6,video1,349,00352,11.85,moderate_blur,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack_persist_1,video1/v01_20-16_f00352_t11.85_moderate_blur/gt007,video1/v01_20-16_f00352_t11.85_moderate_blur,7,video1,349,00352,11.85,moderate_blur,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack_persist_1,video1/v01_20-16_f00352_t11.85_moderate_blur/gt008,video1/v01_20-16_f00352_t11.85_moderate_blur,8,video1,349,00352,11.85,moderate_blur,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack_persist_1,video1/v01_20-16_f00352_t11.85_moderate_blur/gt009,video1/v01_20-16_f00352_t11.85_moderate_blur,9,video1,349,00352,11.85,moderate_blur,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack_persist_3,video1/v01_20-16_f00352_t11.85_moderate_blur/gt000,video1/v01_20-16_f00352_t11.85_moderate_blur,0,video1,349,00352,11.85,moderate_blur,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack_persist_3,video1/v01_20-16_f00352_t11.85_moderate_blur/gt001,video1/v01_20-16_f00352_t11.85_moderate_blur,1,video1,349,00352,11.85,moderate_blur,56,chair,True,True,0.192,0.192,,0,False,both_detected,yolov8n.pt,0.15
bytetrack_persist_3,video1/v01_20-16_f00352_t11.85_moderate_blur/gt002,video1/v01_20-16_f00352_t11.85_moderate_blur,2,video1,349,00352,11.85,moderate_blur,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack_persist_3,video1/v01_20-16_f00352_t11.85_moderate_blur/gt003,video1/v01_20-16_f00352_t11.85_moderate_blur,3,video1,349,00352,11.85,moderate_blur,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack_persist_3,video1/v01_20-16_f00352_t11.85_moderate_blur/gt004,video1/v01_20-16_f00352_t11.85_moderate_blur,4,video1,349,00352,11.85,moderate_blur,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack_persist_3,video1/v01_20-16_f00352_t11.85_moderate_blur/gt005,video1/v01_20-16_f00352_t11.85_moderate_blur,5,video1,349,00352,11.85,moderate_blur,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack_persist_3,video1/v01_20-16_f00352_t11.85_moderate_blur/gt006,video1/v01_20-16_f00352_t11.85_moderate_blur,6,video1,349,00352,11.85,moderate_blur,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack_persist_3,video1/v01_20-16_f00352_t11.85_moderate_blur/gt007,video1/v01_20-16_f00352_t11.85_moderate_blur,7,video1,349,00352,11.85,moderate_blur,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack_persist_3,video1/v01_20-16_f00352_t11.85_moderate_blur/gt008,video1/v01_20-16_f00352_t11.85_moderate_blur,8,video1,349,00352,11.85,moderate_blur,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack_persist_3,video1/v01_20-16_f00352_t11.85_moderate_blur/gt009,video1/v01_20-16_f00352_t11.85_moderate_blur,9,video1,349,00352,11.85,moderate_blur,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack_persist_5,video1/v01_20-16_f00352_t11.85_moderate_blur/gt000,video1/v01_20-16_f00352_t11.85_moderate_blur,0,video1,349,00352,11.85,moderate_blur,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack_persist_5,video1/v01_20-16_f00352_t11.85_moderate_blur/gt001,video1/v01_20-16_f00352_t11.85_moderate_blur,1,video1,349,00352,11.85,moderate_blur,56,chair,True,True,0.192,0.192,,0,False,both_detected,yolov8n.pt,0.15
bytetrack_persist_5,video1/v01_20-16_f00352_t11.85_moderate_blur/gt002,video1/v01_20-16_f00352_t11.85_moderate_blur,2,video1,349,00352,11.85,moderate_blur,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack_persist_5,video1/v01_20-16_f00352_t11.85_moderate_blur/gt003,video1/v01_20-16_f00352_t11.85_moderate_blur,3,video1,349,00352,11.85,moderate_blur,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack_persist_5,video1/v01_20-16_f00352_t11.85_moderate_blur/gt004,video1/v01_20-16_f00352_t11.85_moderate_blur,4,video1,349,00352,11.85,moderate_blur,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack_persist_5,video1/v01_20-16_f00352_t11.85_moderate_blur/gt005,video1/v01_20-16_f00352_t11.85_moderate_blur,5,video1,349,00352,11.85,moderate_blur,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack_persist_5,video1/v01_20-16_f00352_t11.85_moderate_blur/gt006,video1/v01_20-16_f00352_t11.85_moderate_blur,6,video1,349,00352,11.85,moderate_blur,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack_persist_5,video1/v01_20-16_f00352_t11.85_moderate_blur/gt007,video1/v01_20-16_f00352_t11.85_moderate_blur,7,video1,349,00352,11.85,moderate_blur,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack_persist_5,video1/v01_20-16_f00352_t11.85_moderate_blur/gt008,video1/v01_20-16_f00352_t11.85_moderate_blur,8,video1,349,00352,11.85,moderate_blur,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
bytetrack_persist_5,video1/v01_20-16_f00352_t11.85_moderate_blur/gt009,video1/v01_20-16_f00352_t11.85_moderate_blur,9,video1,349,00352,11.85,moderate_blur,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort,video1/v01_20-16_f00352_t11.85_moderate_blur/gt000,video1/v01_20-16_f00352_t11.85_moderate_blur,0,video1,349,00352,11.85,moderate_blur,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort,video1/v01_20-16_f00352_t11.85_moderate_blur/gt001,video1/v01_20-16_f00352_t11.85_moderate_blur,1,video1,349,00352,11.85,moderate_blur,56,chair,True,True,0.192,0.1515,39,0,False,both_detected,yolov8n.pt,0.15
botsort,video1/v01_20-16_f00352_t11.85_moderate_blur/gt002,video1/v01_20-16_f00352_t11.85_moderate_blur,2,video1,349,00352,11.85,moderate_blur,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort,video1/v01_20-16_f00352_t11.85_moderate_blur/gt003,video1/v01_20-16_f00352_t11.85_moderate_blur,3,video1,349,00352,11.85,moderate_blur,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort,video1/v01_20-16_f00352_t11.85_moderate_blur/gt004,video1/v01_20-16_f00352_t11.85_moderate_blur,4,video1,349,00352,11.85,moderate_blur,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort,video1/v01_20-16_f00352_t11.85_moderate_blur/gt005,video1/v01_20-16_f00352_t11.85_moderate_blur,5,video1,349,00352,11.85,moderate_blur,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort,video1/v01_20-16_f00352_t11.85_moderate_blur/gt006,video1/v01_20-16_f00352_t11.85_moderate_blur,6,video1,349,00352,11.85,moderate_blur,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort,video1/v01_20-16_f00352_t11.85_moderate_blur/gt007,video1/v01_20-16_f00352_t11.85_moderate_blur,7,video1,349,00352,11.85,moderate_blur,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort,video1/v01_20-16_f00352_t11.85_moderate_blur/gt008,video1/v01_20-16_f00352_t11.85_moderate_blur,8,video1,349,00352,11.85,moderate_blur,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort,video1/v01_20-16_f00352_t11.85_moderate_blur/gt009,video1/v01_20-16_f00352_t11.85_moderate_blur,9,video1,349,00352,11.85,moderate_blur,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort_persist_1,video1/v01_20-16_f00352_t11.85_moderate_blur/gt000,video1/v01_20-16_f00352_t11.85_moderate_blur,0,video1,349,00352,11.85,moderate_blur,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort_persist_1,video1/v01_20-16_f00352_t11.85_moderate_blur/gt001,video1/v01_20-16_f00352_t11.85_moderate_blur,1,video1,349,00352,11.85,moderate_blur,56,chair,True,True,0.192,0.192,,0,False,both_detected,yolov8n.pt,0.15
botsort_persist_1,video1/v01_20-16_f00352_t11.85_moderate_blur/gt002,video1/v01_20-16_f00352_t11.85_moderate_blur,2,video1,349,00352,11.85,moderate_blur,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
botsort_persist_1,video1/v01_20-16_f00352_t11.85_moderate_blur/gt003,video1/v01_20-16_f00352_t11.85_moderate_blur,3,video1,349,00352,11.85,moderate_blur,56,chair,False,False,,,,,False,still_missed,yolov8n.pt,0.15
